sex,metric,measurement_type,age_weeks,measurement_value,value
Girl,Head_Circumference_cm,z-score,27,3,29.18
Girl,Head_Circumference_cm,z-score,28,-3,20.32
Girl,Head_Circumference_cm,z-score,28,-2,21.91
Girl,Head_Circumference_cm,z-score,28,-1,23.51
Girl,Head_Circumference_cm,z-score,28,0,25.11
Girl,Head_Circumference_cm,z-score,28,1,26.7
Girl,Head_Circumference_cm,z-score,28,2,28.3
Girl,Head_Circumference_cm,z-score,28,3,29.9
Girl,Head_Circumference_cm,z-score,29,-3,21.71
Girl,Head_Circumference_cm,z-score,29,-2,23.19
Girl,Head_Circumference_cm,z-score,29,-1,24.68
Girl,Head_Circumference_cm,z-score,29,0,26.16
Girl,Head_Circumference_cm,z-score,29,1,27.64
Girl,Head_Circumference_cm,z-score,29,2,29.12
Girl,Head_Circumference_cm,z-score,29,3,30.6
Girl,Head_Circumference_cm,z-score,30,-3,22.98
Girl,Head_Circumference_cm,z-score,30,-2,24.37
Girl,Head_Circumference_cm,z-score,30,-1,25.75
Girl,Head_Circumference_cm,z-score,30,0,27.14
Girl,Head_Circumference_cm,z-score,30,1,28.52
Girl,Head_Circumference_cm,z-score,30,2,29.9
Girl,Head_Circumference_cm,z-score,30,3,31.29
Girl,Head_Circumference_cm,z-score,31,-3,24.15
Girl,Head_Circumference_cm,z-score,31,-2,25.45
Girl,Head_Circumference_cm,z-score,31,-1,26.75
Girl,Head_Circumference_cm,z-score,31,0,28.05
Girl,Head_Circumference_cm,z-score,31,1,29.35
Girl,Head_Circumference_cm,z-score,31,2,30.66
Girl,Head_Circumference_cm,z-score,31,3,31.96
Girl,Head_Circumference_cm,z-score,32,-3,25.21
Girl,Head_Circumference_cm,z-score,32,-2,26.44
Girl,Head_Circumference_cm,z-score,32,-1,27.68
Girl,Head_Circumference_cm,z-score,32,0,28.91
Girl,Head_Circumference_cm,z-score,32,1,30.15
Girl,Head_Circumference_cm,z-score,32,2,31.38
Girl,Head_Circumference_cm,z-score,32,3,32.61
Girl,Head_Circumference_cm,z-score,33,-3,26.19
Girl,Head_Circumference_cm,z-score,33,-2,27.36
Girl,Head_Circumference_cm,z-score,33,-1,28.54
Girl,Head_Circumference_cm,z-score,33,0,29.72
Girl,Head_Circumference_cm,z-score,33,1,30.89
Girl,Head_Circumference_cm,z-score,33,2,32.07
Girl,Head_Circumference_cm,z-score,33,3,33.25
Girl,Head_Circumference_cm,z-score,34,-3,27.09
Girl,Head_Circumference_cm,z-score,34,-2,28.22
Girl,Head_Circumference_cm,z-score,34,-1,29.35
Girl,Head_Circumference_cm,z-score,34,0,30.48
Girl,Head_Circumference_cm,z-score,34,1,31.61
Girl,Head_Circumference_cm,z-score,34,2,32.74
Girl,Head_Circumference_cm,z-score,34,3,33.87
Girl,Head_Circumference_cm,z-score,35,-3,27.92
Girl,Head_Circumference_cm,z-score,35,-2,29.01
Girl,Head_Circumference_cm,z-score,35,-1,30.1
Girl,Head_Circumference_cm,z-score,35,0,31.19
Girl,Head_Circumference_cm,z-score,35,1,32.28
Girl,Head_Circumference_cm,z-score,35,2,33.38
Girl,Head_Circumference_cm,z-score,35,3,34.47
Girl,Head_Circumference_cm,z-score,36,-3,28.69
Girl,Head_Circumference_cm,z-score,36,-2,29.75
Girl,Head_Circumference_cm,z-score,36,-1,30.81
Girl,Head_Circumference_cm,z-score,36,0,31.87
Girl,Head_Circumference_cm,z-score,36,1,32.93
Girl,Head_Circumference_cm,z-score,36,2,33.99
Girl,Head_Circumference_cm,z-score,36,3,35.05
Girl,Head_Circumference_cm,z-score,37,-3,29.41
Girl,Head_Circumference_cm,z-score,37,-2,30.44
Girl,Head_Circumference_cm,z-score,37,-1,31.47
Girl,Head_Circumference_cm,z-score,37,0,32.51
Girl,Head_Circumference_cm,z-score,37,1,33.54
Girl,Head_Circumference_cm,z-score,37,2,34.58
Girl,Head_Circumference_cm,z-score,37,3,35.61
Girl,Head_Circumference_cm,z-score,38,-3,30.07
Girl,Head_Circumference_cm,z-score,38,-2,31.09
Girl,Head_Circumference_cm,z-score,38,-1,32.1
Girl,Head_Circumference_cm,z-score,38,0,33.11
Girl,Head_Circumference_cm,z-score,38,1,34.13
Girl,Head_Circumference_cm,z-score,38,2,35.14
Girl,Head_Circumference_cm,z-score,38,3,36.16
Girl,Head_Circumference_cm,z-score,39,-3,30.69
Girl,Head_Circumference_cm,z-score,39,-2,31.69
Girl,Head_Circumference_cm,z-score,39,-1,32.69
Girl,Head_Circumference_cm,z-score,39,0,33.69
Girl,Head_Circumference_cm,z-score,39,1,34.69
Girl,Head_Circumference_cm,z-score,39,2,35.69
Girl,Head_Circumference_cm,z-score,39,3,36.69
Girl,Head_Circumference_cm,z-score,40,-3,31.27
Girl,Head_Circumference_cm,z-score,40,-2,32.26
Girl,Head_Circumference_cm,z-score,40,-1,33.25
Girl,Head_Circumference_cm,z-score,40,0,34.24
Girl,Head_Circumference_cm,z-score,40,1,35.22
Girl,Head_Circumference_cm,z-score,40,2,36.21
Girl,Head_Circumference_cm,z-score,40,3,37.2
Girl,Head_Circumference_cm,z-score,41,-3,31.81
Girl,Head_Circumference_cm,z-score,41,-2,32.79
Girl,Head_Circumference_cm,z-score,41,-1,33.78
Girl,Head_Circumference_cm,z-score,41,0,34.76
Girl,Head_Circumference_cm,z-score,41,1,35.74
Girl,Head_Circumference_cm,z-score,41,2,36.72
Girl,Head_Circumference_cm,z-score,41,3,37.7
Girl,Head_Circumference_cm,z-score,42,-3,32.32
Girl,Head_Circumference_cm,z-score,42,-2,33.3
Girl,Head_Circumference_cm,z-score,42,-1,34.27
Girl,Head_Circumference_cm,z-score,42,0,35.25
Girl,Head_Circumference_cm,z-score,42,1,36.23
Girl,Head_Circumference_cm,z-score,42,2,37.2
Girl,Head_Circumference_cm,z-score,42,3,38.18
Girl,Head_Circumference_cm,z-score,43,-3,32.8
Girl,Head_Circumference_cm,z-score,43,-2,33.77
Girl,Head_Circumference_cm,z-score,43,-1,34.75
Girl,Head_Circumference_cm,z-score,43,0,35.72
Girl,Head_Circumference_cm,z-score,43,1,36.7
Girl,Head_Circumference_cm,z-score,43,2,37.67
Girl,Head_Circumference_cm,z-score,43,3,38.64
Girl,Head_Circumference_cm,z-score,44,-3,33.25
Girl,Head_Circumference_cm,z-score,44,-2,34.22
Girl,Head_Circumference_cm,z-score,44,-1,35.2
Girl,Head_Circumference_cm,z-score,44,0,36.17
Girl,Head_Circumference_cm,z-score,44,1,37.15
Girl,Head_Circumference_cm,z-score,44,2,38.12
Girl,Head_Circumference_cm,z-score,44,3,39.09
Girl,Head_Circumference_cm,z-score,45,-3,33.67
Girl,Head_Circumference_cm,z-score,45,-2,34.65
Girl,Head_Circumference_cm,z-score,45,-1,35.63
Girl,Head_Circumference_cm,z-score,45,0,36.6
Girl,Head_Circumference_cm,z-score,45,1,37.58
Girl,Head_Circumference_cm,z-score,45,2,38.56
Girl,Head_Circumference_cm,z-score,45,3,39.53
Girl,Head_Circumference_cm,z-score,46,-3,34.07
Girl,Head_Circumference_cm,z-score,46,-2,35.05
Girl,Head_Circumference_cm,z-score,46,-1,36.03
Girl,Head_Circumference_cm,z-score,46,0,37.01
Girl,Head_Circumference_cm,z-score,46,1,38.0
Girl,Head_Circumference_cm,z-score,46,2,38.98
Girl,Head_Circumference_cm,z-score,46,3,39.96
Girl,Head_Circumference_cm,z-score,47,-3,34.45
Girl,Head_Circumference_cm,z-score,47,-2,35.44
Girl,Head_Circumference_cm,z-score,47,-1,36.42
Girl,Head_Circumference_cm,z-score,47,0,37.41
Girl,Head_Circumference_cm,z-score,47,1,38.39
Girl,Head_Circumference_cm,z-score,47,2,39.38
Girl,Head_Circumference_cm,z-score,47,3,40.37
Girl,Head_Circumference_cm,z-score,48,-3,34.81
Girl,Head_Circumference_cm,z-score,48,-2,35.8
Girl,Head_Circumference_cm,z-score,48,-1,36.79
Girl,Head_Circumference_cm,z-score,48,0,37.79
Girl,Head_Circumference_cm,z-score,48,1,38.78
Girl,Head_Circumference_cm,z-score,48,2,39.77
Girl,Head_Circumference_cm,z-score,48,3,40.77
Girl,Head_Circumference_cm,z-score,49,-3,35.14
Girl,Head_Circumference_cm,z-score,49,-2,36.14
Girl,Head_Circumference_cm,z-score,49,-1,37.15
Girl,Head_Circumference_cm,z-score,49,0,38.15
Girl,Head_Circumference_cm,z-score,49,1,39.15
Girl,Head_Circumference_cm,z-score,49,2,40.15
Girl,Head_Circumference_cm,z-score,49,3,41.15
Girl,Head_Circumference_cm,z-score,50,-3,35.46
Girl,Head_Circumference_cm,z-score,50,-2,36.47
Girl,Head_Circumference_cm,z-score,50,-1,37.49
Girl,Head_Circumference_cm,z-score,50,0,38.5
Girl,Head_Circumference_cm,z-score,50,1,39.51
Girl,Head_Circumference_cm,z-score,50,2,40.52
Girl,Head_Circumference_cm,z-score,50,3,41.53
Girl,Head_Circumference_cm,z-score,51,-3,35.77
Girl,Head_Circumference_cm,z-score,51,-2,36.79
Girl,Head_Circumference_cm,z-score,51,-1,37.81
Girl,Head_Circumference_cm,z-score,51,0,38.83
Girl,Head_Circumference_cm,z-score,51,1,39.85
Girl,Head_Circumference_cm,z-score,51,2,40.87
Girl,Head_Circumference_cm,z-score,51,3,41.89
Girl,Head_Circumference_cm,z-score,52,-3,36.06
Girl,Head_Circumference_cm,z-score,52,-2,37.09
Girl,Head_Circumference_cm,z-score,52,-1,38.12
Girl,Head_Circumference_cm,z-score,52,0,39.15
Girl,Head_Circumference_cm,z-score,52,1,40.18
Girl,Head_Circumference_cm,z-score,52,2,41.22
Girl,Head_Circumference_cm,z-score,52,3,42.25
Girl,Head_Circumference_cm,z-score,53,-3,36.33
Girl,Head_Circumference_cm,z-score,53,-2,37.37
Girl,Head_Circumference_cm,z-score,53,-1,38.42
Girl,Head_Circumference_cm,z-score,53,0,39.46
Girl,Head_Circumference_cm,z-score,53,1,40.5
Girl,Head_Circumference_cm,z-score,53,2,41.55
Girl,Head_Circumference_cm,z-score,53,3,42.59
Girl,Head_Circumference_cm,z-score,54,-3,36.59
Girl,Head_Circumference_cm,z-score,54,-2,37.65
Girl,Head_Circumference_cm,z-score,54,-1,38.7
Girl,Head_Circumference_cm,z-score,54,0,39.76
Girl,Head_Circumference_cm,z-score,54,1,40.81
Girl,Head_Circumference_cm,z-score,54,2,41.87
Girl,Head_Circumference_cm,z-score,54,3,42.92
Girl,Head_Circumference_cm,z-score,55,-3,36.84
Girl,Head_Circumference_cm,z-score,55,-2,37.91
Girl,Head_Circumference_cm,z-score,55,-1,38.98
Girl,Head_Circumference_cm,z-score,55,0,40.05
Girl,Head_Circumference_cm,z-score,55,1,41.11
Girl,Head_Circumference_cm,z-score,55,2,42.18
Girl,Head_Circumference_cm,z-score,55,3,43.25
Girl,Head_Circumference_cm,z-score,56,-3,37.08
Girl,Head_Circumference_cm,z-score,56,-2,38.16
Girl,Head_Circumference_cm,z-score,56,-1,39.24
Girl,Head_Circumference_cm,z-score,56,0,40.32
Girl,Head_Circumference_cm,z-score,56,1,41.4
Girl,Head_Circumference_cm,z-score,56,2,42.48
Girl,Head_Circumference_cm,z-score,56,3,43.56
Girl,Head_Circumference_cm,z-score,57,-3,37.31
Girl,Head_Circumference_cm,z-score,57,-2,38.4
Girl,Head_Circumference_cm,z-score,57,-1,39.49
Girl,Head_Circumference_cm,z-score,57,0,40.59
Girl,Head_Circumference_cm,z-score,57,1,41.68
Girl,Head_Circumference_cm,z-score,57,2,42.78
Girl,Head_Circumference_cm,z-score,57,3,43.87
Girl,Head_Circumference_cm,z-score,58,-3,37.52
Girl,Head_Circumference_cm,z-score,58,-2,38.63
Girl,Head_Circumference_cm,z-score,58,-1,39.74
Girl,Head_Circumference_cm,z-score,58,0,40.85
Girl,Head_Circumference_cm,z-score,58,1,41.95
Girl,Head_Circumference_cm,z-score,58,2,43.06
Girl,Head_Circumference_cm,z-score,58,3,44.17
Girl,Head_Circumference_cm,z-score,59,-3,37.73
Girl,Head_Circumference_cm,z-score,59,-2,38.85
Girl,Head_Circumference_cm,z-score,59,-1,39.97
Girl,Head_Circumference_cm,z-score,59,0,41.1
Girl,Head_Circumference_cm,z-score,59,1,42.22
Girl,Head_Circumference_cm,z-score,59,2,43.34
Girl,Head_Circumference_cm,z-score,59,3,44.46
Girl,Head_Circumference_cm,z-score,60,-3,37.93
Girl,Head_Circumference_cm,z-score,60,-2,39.07
Girl,Head_Circumference_cm,z-score,60,-1,40.2
Girl,Head_Circumference_cm,z-score,60,0,41.34
Girl,Head_Circumference_cm,z-score,60,1,42.47
Girl,Head_Circumference_cm,z-score,60,2,43.61
Girl,Head_Circumference_cm,z-score,60,3,44.74
Girl,Head_Circumference_cm,z-score,61,-3,38.12
Girl,Head_Circumference_cm,z-score,61,-2,39.27
Girl,Head_Circumference_cm,z-score,61,-1,40.42
Girl,Head_Circumference_cm,z-score,61,0,41.57
Girl,Head_Circumference_cm,z-score,61,1,42.72
Girl,Head_Circumference_cm,z-score,61,2,43.87
Girl,Head_Circumference_cm,z-score,61,3,45.02
Girl,Head_Circumference_cm,z-score,62,-3,38.3
Girl,Head_Circumference_cm,z-score,62,-2,39.47
Girl,Head_Circumference_cm,z-score,62,-1,40.63
Girl,Head_Circumference_cm,z-score,62,0,41.79
Girl,Head_Circumference_cm,z-score,62,1,42.96
Girl,Head_Circumference_cm,z-score,62,2,44.12
Girl,Head_Circumference_cm,z-score,62,3,45.28
Girl,Head_Circumference_cm,z-score,63,-3,38.48
Girl,Head_Circumference_cm,z-score,63,-2,39.66
Girl,Head_Circumference_cm,z-score,63,-1,40.83
Girl,Head_Circumference_cm,z-score,63,0,42.01
Girl,Head_Circumference_cm,z-score,63,1,43.19
Girl,Head_Circumference_cm,z-score,63,2,44.37
Girl,Head_Circumference_cm,z-score,63,3,45.54
Girl,Head_Circumference_cm,z-score,64,-3,38.65
Girl,Head_Circumference_cm,z-score,64,-2,39.84
Girl,Head_Circumference_cm,z-score,64,-1,41.03
Girl,Head_Circumference_cm,z-score,64,0,42.22
Girl,Head_Circumference_cm,z-score,64,1,43.42
Girl,Head_Circumference_cm,z-score,64,2,44.61
Girl,Head_Circumference_cm,z-score,64,3,45.8
Girl,Length_cm,centile,27,3rd,27.84
Girl,Length_cm,centile,27,5th,28.29
Girl,Length_cm,centile,27,10th,29.01
Girl,Length_cm,centile,27,50th,31.7
Girl,Length_cm,centile,27,90th,34.63
Girl,Length_cm,centile,27,95th,35.52
Girl,Length_cm,centile,27,97th,36.1
Girl,Length_cm,centile,28,3rd,29.72
Girl,Length_cm,centile,28,5th,30.17
Girl,Length_cm,centile,28,10th,30.88
Girl,Length_cm,centile,28,50th,33.5
Girl,Length_cm,centile,28,90th,36.34
Girl,Length_cm,centile,28,95th,37.2
Girl,Length_cm,centile,28,97th,37.76
Girl,Length_cm,centile,29,3rd,31.52
Girl,Length_cm,centile,29,5th,31.96
Girl,Length_cm,centile,29,10th,32.65
Girl,Length_cm,centile,29,50th,35.21
Girl,Length_cm,centile,29,90th,37.97
Girl,Length_cm,centile,29,95th,38.8
Girl,Length_cm,centile,29,97th,39.34
Girl,Length_cm,centile,30,3rd,33.22
Girl,Length_cm,centile,30,5th,33.65
Girl,Length_cm,centile,30,10th,34.34
Girl,Length_cm,centile,30,50th,36.84
Girl,Length_cm,centile,30,90th,39.53
Girl,Length_cm,centile,30,95th,40.33
Girl,Length_cm,centile,30,97th,40.86
Girl,Length_cm,centile,31,3rd,34.84
Girl,Length_cm,centile,31,5th,35.26
Girl,Length_cm,centile,31,10th,35.94
Girl,Length_cm,centile,31,50th,38.39
Girl,Length_cm,centile,31,90th,41.02
Girl,Length_cm,centile,31,95th,41.8
Girl,Length_cm,centile,31,97th,42.31
Girl,Length_cm,centile,32,3rd,36.37
Girl,Length_cm,centile,32,5th,36.79
Girl,Length_cm,centile,32,10th,37.45
Girl,Length_cm,centile,32,50th,39.86
Girl,Length_cm,centile,32,90th,42.43
Girl,Length_cm,centile,32,95th,43.2
Girl,Length_cm,centile,32,97th,43.69
Girl,Length_cm,centile,33,3rd,37.82
Girl,Length_cm,centile,33,5th,38.23
Girl,Length_cm,centile,33,10th,38.89
Girl,Length_cm,centile,33,50th,41.26
Girl,Length_cm,centile,33,90th,43.79
Girl,Length_cm,centile,33,95th,44.53
Girl,Length_cm,centile,33,97th,45.02
Girl,Length_cm,centile,34,3rd,39.19
Girl,Length_cm,centile,34,5th,39.6
Girl,Length_cm,centile,34,10th,40.25
Girl,Length_cm,centile,34,50th,42.59
Girl,Length_cm,centile,34,90th,45.08
Girl,Length_cm,centile,34,95th,45.81
Girl,Length_cm,centile,34,97th,46.29
Girl,Length_cm,centile,35,3rd,40.49
Girl,Length_cm,centile,35,5th,40.9
Girl,Length_cm,centile,35,10th,41.54
Girl,Length_cm,centile,35,50th,43.86
Girl,Length_cm,centile,35,90th,46.31
Girl,Length_cm,centile,35,95th,47.03
Girl,Length_cm,centile,35,97th,47.5
Girl,Length_cm,centile,36,3rd,41.72
Girl,Length_cm,centile,36,5th,42.12
Girl,Length_cm,centile,36,10th,42.76
Girl,Length_cm,centile,36,50th,45.06
Girl,Length_cm,centile,36,90th,47.49
Girl,Length_cm,centile,36,95th,48.2
Girl,Length_cm,centile,36,97th,48.67
Girl,Length_cm,centile,37,3rd,42.89
Girl,Length_cm,centile,37,5th,43.29
Girl,Length_cm,centile,37,10th,43.92
Girl,Length_cm,centile,37,50th,46.21
Girl,Length_cm,centile,37,90th,48.61
Girl,Length_cm,centile,37,95th,49.32
Girl,Length_cm,centile,37,97th,49.79
Girl,Length_cm,centile,38,3rd,43.99
Girl,Length_cm,centile,38,5th,44.39
Girl,Length_cm,centile,38,10th,45.02
Girl,Length_cm,centile,38,50th,47.3
Girl,Length_cm,centile,38,90th,49.69
Girl,Length_cm,centile,38,95th,50.4
Girl,Length_cm,centile,38,97th,50.86
Girl,Length_cm,centile,39,3rd,45.04
Girl,Length_cm,centile,39,5th,45.44
Girl,Length_cm,centile,39,10th,46.07
Girl,Length_cm,centile,39,50th,48.34
Girl,Length_cm,centile,39,90th,50.73
Girl,Length_cm,centile,39,95th,51.43
Girl,Length_cm,centile,39,97th,51.88
Girl,Length_cm,centile,40,3rd,46.03
Girl,Length_cm,centile,40,5th,46.43
Girl,Length_cm,centile,40,10th,47.06
Girl,Length_cm,centile,40,50th,49.33
Girl,Length_cm,centile,40,90th,51.72
Girl,Length_cm,centile,40,95th,52.42
Girl,Length_cm,centile,40,97th,52.87
Girl,Length_cm,centile,41,3rd,46.98
Girl,Length_cm,centile,41,5th,47.38
Girl,Length_cm,centile,41,10th,48.01
Girl,Length_cm,centile,41,50th,50.29
Girl,Length_cm,centile,41,90th,52.67
Girl,Length_cm,centile,41,95th,53.37
Girl,Length_cm,centile,41,97th,53.82
Girl,Length_cm,centile,42,3rd,47.88
Girl,Length_cm,centile,42,5th,48.28
Girl,Length_cm,centile,42,10th,48.91
Girl,Length_cm,centile,42,50th,51.19
Girl,Length_cm,centile,42,90th,53.58
Girl,Length_cm,centile,42,95th,54.28
Girl,Length_cm,centile,42,97th,54.74
Girl,Length_cm,centile,43,3rd,48.73
Girl,Length_cm,centile,43,5th,49.14
Girl,Length_cm,centile,43,10th,49.77
Girl,Length_cm,centile,43,50th,52.06
Girl,Length_cm,centile,43,90th,54.46
Girl,Length_cm,centile,43,95th,55.17
Girl,Length_cm,centile,43,97th,55.62
Girl,Length_cm,centile,44,3rd,49.55
Girl,Length_cm,centile,44,5th,49.96
Girl,Length_cm,centile,44,10th,50.6
Girl,Length_cm,centile,44,50th,52.9
Girl,Length_cm,centile,44,90th,55.31
Girl,Length_cm,centile,44,95th,56.01
Girl,Length_cm,centile,44,97th,56.47
Girl,Length_cm,centile,45,3rd,50.33
Girl,Length_cm,centile,45,5th,50.74
Girl,Length_cm,centile,45,10th,51.38
Girl,Length_cm,centile,45,50th,53.7
Girl,Length_cm,centile,45,90th,56.12
Girl,Length_cm,centile,45,95th,56.83
Girl,Length_cm,centile,45,97th,57.3
Girl,Length_cm,centile,46,3rd,51.08
Girl,Length_cm,centile,46,5th,51.49
Girl,Length_cm,centile,46,10th,52.13
Girl,Length_cm,centile,46,50th,54.47
Girl,Length_cm,centile,46,90th,56.91
Girl,Length_cm,centile,46,95th,57.62
Girl,Length_cm,centile,46,97th,58.09
Girl,Length_cm,centile,47,3rd,51.79
Girl,Length_cm,centile,47,5th,52.2
Girl,Length_cm,centile,47,10th,52.86
Girl,Length_cm,centile,47,50th,55.21
Girl,Length_cm,centile,47,90th,57.67
Girl,Length_cm,centile,47,95th,58.39
Girl,Length_cm,centile,47,97th,58.86
Girl,Length_cm,centile,48,3rd,52.47
Girl,Length_cm,centile,48,5th,52.89
Girl,Length_cm,centile,48,10th,53.55
Girl,Length_cm,centile,48,50th,55.92
Girl,Length_cm,centile,48,90th,58.4
Girl,Length_cm,centile,48,95th,59.13
Girl,Length_cm,centile,48,97th,59.6
Girl,Length_cm,centile,49,3rd,53.12
Girl,Length_cm,centile,49,5th,53.55
Girl,Length_cm,centile,49,10th,54.21
Girl,Length_cm,centile,49,50th,56.61
Girl,Length_cm,centile,49,90th,59.11
Girl,Length_cm,centile,49,95th,59.84
Girl,Length_cm,centile,49,97th,60.32
Girl,Length_cm,centile,50,3rd,53.75
Girl,Length_cm,centile,50,5th,54.18
Girl,Length_cm,centile,50,10th,54.85
Girl,Length_cm,centile,50,50th,57.27
Girl,Length_cm,centile,50,90th,59.8
Girl,Length_cm,centile,50,95th,60.54
Girl,Length_cm,centile,50,97th,61.02
Girl,Length_cm,centile,51,3rd,54.36
Girl,Length_cm,centile,51,5th,54.79
Girl,Length_cm,centile,51,10th,55.47
Girl,Length_cm,centile,51,50th,57.91
Girl,Length_cm,centile,51,90th,60.46
Girl,Length_cm,centile,51,95th,61.21
Girl,Length_cm,centile,51,97th,61.69
Girl,Length_cm,centile,52,3rd,54.94
Girl,Length_cm,centile,52,5th,55.37
Girl,Length_cm,centile,52,10th,56.06
Girl,Length_cm,centile,52,50th,58.53
Girl,Length_cm,centile,52,90th,61.11
Girl,Length_cm,centile,52,95th,61.86
Girl,Length_cm,centile,52,97th,62.35
Girl,Length_cm,centile,53,3rd,55.5
Girl,Length_cm,centile,53,5th,55.94
Girl,Length_cm,centile,53,10th,56.63
Girl,Length_cm,centile,53,50th,59.13
Girl,Length_cm,centile,53,90th,61.73
Girl,Length_cm,centile,53,95th,62.5
Girl,Length_cm,centile,53,97th,62.99
Girl,Length_cm,centile,54,3rd,56.04
Girl,Length_cm,centile,54,5th,56.48
Girl,Length_cm,centile,54,10th,57.18
Girl,Length_cm,centile,54,50th,59.7
Girl,Length_cm,centile,54,90th,62.34
Girl,Length_cm,centile,54,95th,63.11
Girl,Length_cm,centile,54,97th,63.61
Girl,Length_cm,centile,55,3rd,56.56
Girl,Length_cm,centile,55,5th,57.01
Girl,Length_cm,centile,55,10th,57.72
Girl,Length_cm,centile,55,50th,60.27
Girl,Length_cm,centile,55,90th,62.93
Girl,Length_cm,centile,55,95th,63.71
Girl,Length_cm,centile,55,97th,64.22
Girl,Length_cm,centile,56,3rd,57.06
Girl,Length_cm,centile,56,5th,57.52
Girl,Length_cm,centile,56,10th,58.23
Girl,Length_cm,centile,56,50th,60.81
Girl,Length_cm,centile,56,90th,63.51
Girl,Length_cm,centile,56,95th,64.3
Girl,Length_cm,centile,56,97th,64.81
Girl,Length_cm,centile,57,3rd,57.55
Girl,Length_cm,centile,57,5th,58.01
Girl,Length_cm,centile,57,10th,58.73
Girl,Length_cm,centile,57,50th,61.34
Girl,Length_cm,centile,57,90th,64.07
Girl,Length_cm,centile,57,95th,64.87
Girl,Length_cm,centile,57,97th,65.38
Girl,Length_cm,centile,58,3rd,58.02
Girl,Length_cm,centile,58,5th,58.49
Girl,Length_cm,centile,58,10th,59.22
Girl,Length_cm,centile,58,50th,61.86
Girl,Length_cm,centile,58,90th,64.61
Girl,Length_cm,centile,58,95th,65.42
Girl,Length_cm,centile,58,97th,65.95
Girl,Length_cm,centile,59,3rd,58.48
Girl,Length_cm,centile,59,5th,58.95
Girl,Length_cm,centile,59,10th,59.69
Girl,Length_cm,centile,59,50th,62.36
Girl,Length_cm,centile,59,90th,65.15
Girl,Length_cm,centile,59,95th,65.96
Girl,Length_cm,centile,59,97th,66.49
Girl,Length_cm,centile,60,3rd,58.92
Girl,Length_cm,centile,60,5th,59.4
Girl,Length_cm,centile,60,10th,60.15
Girl,Length_cm,centile,60,50th,62.85
Girl,Length_cm,centile,60,90th,65.67
Girl,Length_cm,centile,60,95th,66.49
Girl,Length_cm,centile,60,97th,67.03
Girl,Length_cm,centile,61,3rd,59.36
Girl,Length_cm,centile,61,5th,59.84
Girl,Length_cm,centile,61,10th,60.59
Girl,Length_cm,centile,61,50th,63.32
Girl,Length_cm,centile,61,90th,66.17
Girl,Length_cm,centile,61,95th,67.01
Girl,Length_cm,centile,61,97th,67.55
Girl,Length_cm,centile,62,3rd,59.78
Girl,Length_cm,centile,62,5th,60.26
Girl,Length_cm,centile,62,10th,61.03
Girl,Length_cm,centile,62,50th,63.79
Girl,Length_cm,centile,62,90th,66.67
Girl,Length_cm,centile,62,95th,67.52
Girl,Length_cm,centile,62,97th,68.07
Girl,Length_cm,centile,63,3rd,60.19
Girl,Length_cm,centile,63,5th,60.68
Girl,Length_cm,centile,63,10th,61.45
Girl,Length_cm,centile,63,50th,64.24
Girl,Length_cm,centile,63,90th,67.16
Girl,Length_cm,centile,63,95th,68.01
Girl,Length_cm,centile,63,97th,68.57
Girl,Length_cm,centile,64,3rd,60.59
Girl,Length_cm,centile,64,5th,61.08
Girl,Length_cm,centile,64,10th,61.86
Girl,Length_cm,centile,64,50th,64.68
Girl,Length_cm,centile,64,90th,67.63
Girl,Length_cm,centile,64,95th,68.5
Girl,Length_cm,centile,64,97th,69.06
Girl,Length_cm,z-score,27,-3,25.76
Girl,Length_cm,z-score,27,-2,27.61
Girl,Length_cm,z-score,27,-1,29.58
Girl,Length_cm,z-score,27,0,31.7
Girl,Length_cm,z-score,27,1,33.97
Girl,Length_cm,z-score,27,2,36.4
Girl,Length_cm,z-score,27,3,39.0
Girl,Length_cm,z-score,28,-3,27.68
Girl,Length_cm,z-score,28,-2,29.5
Girl,Length_cm,z-score,28,-1,31.43
Girl,Length_cm,z-score,28,0,33.5
Girl,Length_cm,z-score,28,1,35.7
Girl,Length_cm,z-score,28,2,38.05
Girl,Length_cm,z-score,28,3,40.54
Girl,Length_cm,z-score,29,-3,29.5
Girl,Length_cm,z-score,29,-2,31.29
Girl,Length_cm,z-score,29,-1,33.2
Girl,Length_cm,z-score,29,0,35.21
Girl,Length_cm,z-score,29,1,37.35
Girl,Length_cm,z-score,29,2,39.62
Girl,Length_cm,z-score,29,3,42.03
Girl,Length_cm,z-score,30,-3,31.24
Girl,Length_cm,z-score,30,-2,33.0
Girl,Length_cm,z-score,30,-1,34.87
Girl,Length_cm,z-score,30,0,36.84
Girl,Length_cm,z-score,30,1,38.93
Girl,Length_cm,z-score,30,2,41.13
Girl,Length_cm,z-score,30,3,43.46
Girl,Length_cm,z-score,31,-3,32.88
Girl,Length_cm,z-score,31,-2,34.62
Girl,Length_cm,z-score,31,-1,36.46
Girl,Length_cm,z-score,31,0,38.39
Girl,Length_cm,z-score,31,1,40.43
Girl,Length_cm,z-score,31,2,42.57
Girl,Length_cm,z-score,31,3,44.83
Girl,Length_cm,z-score,32,-3,34.43
Girl,Length_cm,z-score,32,-2,36.16
Girl,Length_cm,z-score,32,-1,37.97
Girl,Length_cm,z-score,32,0,39.86
Girl,Length_cm,z-score,32,1,41.86
Girl,Length_cm,z-score,32,2,43.95
Girl,Length_cm,z-score,32,3,46.15
