sex,metric,measurement_type,age_weeks,measurement_value,value
Girl,Length_cm,z-score,33,-3,35.91
Girl,Length_cm,z-score,33,-2,37.61
Girl,Length_cm,z-score,33,-1,39.39
Girl,Length_cm,z-score,33,0,41.26
Girl,Length_cm,z-score,33,1,43.22
Girl,Length_cm,z-score,33,2,45.27
Girl,Length_cm,z-score,33,3,47.42
Girl,Length_cm,z-score,34,-3,37.3
Girl,Length_cm,z-score,34,-2,38.98
Girl,Length_cm,z-score,34,-1,40.75
Girl,Length_cm,z-score,34,0,42.59
Girl,Length_cm,z-score,34,1,44.52
Girl,Length_cm,z-score,34,2,46.54
Girl,Length_cm,z-score,34,3,48.64
Girl,Length_cm,z-score,35,-3,38.61
Girl,Length_cm,z-score,35,-2,40.28
Girl,Length_cm,z-score,35,-1,42.03
Girl,Length_cm,z-score,35,0,43.86
Girl,Length_cm,z-score,35,1,45.76
Girl,Length_cm,z-score,35,2,47.75
Girl,Length_cm,z-score,35,3,49.82
Girl,Length_cm,z-score,36,-3,39.85
Girl,Length_cm,z-score,36,-2,41.52
Girl,Length_cm,z-score,36,-1,43.25
Girl,Length_cm,z-score,36,0,45.06
Girl,Length_cm,z-score,36,1,46.95
Girl,Length_cm,z-score,36,2,48.91
Girl,Length_cm,z-score,36,3,50.95
Girl,Length_cm,z-score,37,-3,41.02
Girl,Length_cm,z-score,37,-2,42.68
Girl,Length_cm,z-score,37,-1,44.41
Girl,Length_cm,z-score,37,0,46.21
Girl,Length_cm,z-score,37,1,48.08
Girl,Length_cm,z-score,37,2,50.02
Girl,Length_cm,z-score,37,3,52.05
Girl,Length_cm,z-score,38,-3,42.13
Girl,Length_cm,z-score,38,-2,43.79
Girl,Length_cm,z-score,38,-1,45.51
Girl,Length_cm,z-score,38,0,47.3
Girl,Length_cm,z-score,38,1,49.16
Girl,Length_cm,z-score,38,2,51.09
Girl,Length_cm,z-score,38,3,53.1
Girl,Length_cm,z-score,39,-3,43.18
Girl,Length_cm,z-score,39,-2,44.84
Girl,Length_cm,z-score,39,-1,46.55
Girl,Length_cm,z-score,39,0,48.34
Girl,Length_cm,z-score,39,1,50.19
Girl,Length_cm,z-score,39,2,52.12
Girl,Length_cm,z-score,39,3,54.12
Girl,Length_cm,z-score,40,-3,44.17
Girl,Length_cm,z-score,40,-2,45.83
Girl,Length_cm,z-score,40,-1,47.55
Girl,Length_cm,z-score,40,0,49.33
Girl,Length_cm,z-score,40,1,51.19
Girl,Length_cm,z-score,40,2,53.11
Girl,Length_cm,z-score,40,3,55.1
Girl,Length_cm,z-score,41,-3,45.11
Girl,Length_cm,z-score,41,-2,46.77
Girl,Length_cm,z-score,41,-1,48.5
Girl,Length_cm,z-score,41,0,50.29
Girl,Length_cm,z-score,41,1,52.14
Girl,Length_cm,z-score,41,2,54.06
Girl,Length_cm,z-score,41,3,56.05
Girl,Length_cm,z-score,42,-3,46.01
Girl,Length_cm,z-score,42,-2,47.67
Girl,Length_cm,z-score,42,-1,49.4
Girl,Length_cm,z-score,42,0,51.19
Girl,Length_cm,z-score,42,1,53.05
Girl,Length_cm,z-score,42,2,54.98
Girl,Length_cm,z-score,42,3,56.97
Girl,Length_cm,z-score,43,-3,46.85
Girl,Length_cm,z-score,43,-2,48.53
Girl,Length_cm,z-score,43,-1,50.27
Girl,Length_cm,z-score,43,0,52.06
Girl,Length_cm,z-score,43,1,53.93
Girl,Length_cm,z-score,43,2,55.86
Girl,Length_cm,z-score,43,3,57.86
Girl,Length_cm,z-score,44,-3,47.66
Girl,Length_cm,z-score,44,-2,49.34
Girl,Length_cm,z-score,44,-1,51.09
Girl,Length_cm,z-score,44,0,52.9
Girl,Length_cm,z-score,44,1,54.77
Girl,Length_cm,z-score,44,2,56.71
Girl,Length_cm,z-score,44,3,58.72
Girl,Length_cm,z-score,45,-3,48.42
Girl,Length_cm,z-score,45,-2,50.12
Girl,Length_cm,z-score,45,-1,51.88
Girl,Length_cm,z-score,45,0,53.7
Girl,Length_cm,z-score,45,1,55.58
Girl,Length_cm,z-score,45,2,57.53
Girl,Length_cm,z-score,45,3,59.55
Girl,Length_cm,z-score,46,-3,49.15
Girl,Length_cm,z-score,46,-2,50.87
Girl,Length_cm,z-score,46,-1,52.64
Girl,Length_cm,z-score,46,0,54.47
Girl,Length_cm,z-score,46,1,56.37
Girl,Length_cm,z-score,46,2,58.33
Girl,Length_cm,z-score,46,3,60.36
Girl,Length_cm,z-score,47,-3,49.85
Girl,Length_cm,z-score,47,-2,51.58
Girl,Length_cm,z-score,47,-1,53.36
Girl,Length_cm,z-score,47,0,55.21
Girl,Length_cm,z-score,47,1,57.12
Girl,Length_cm,z-score,47,2,59.1
Girl,Length_cm,z-score,47,3,61.14
Girl,Length_cm,z-score,48,-3,50.52
Girl,Length_cm,z-score,48,-2,52.26
Girl,Length_cm,z-score,48,-1,54.06
Girl,Length_cm,z-score,48,0,55.92
Girl,Length_cm,z-score,48,1,57.85
Girl,Length_cm,z-score,48,2,59.84
Girl,Length_cm,z-score,48,3,61.91
Girl,Length_cm,z-score,49,-3,51.15
Girl,Length_cm,z-score,49,-2,52.91
Girl,Length_cm,z-score,49,-1,54.73
Girl,Length_cm,z-score,49,0,56.61
Girl,Length_cm,z-score,49,1,58.55
Girl,Length_cm,z-score,49,2,60.56
Girl,Length_cm,z-score,49,3,62.65
Girl,Length_cm,z-score,50,-3,51.76
Girl,Length_cm,z-score,50,-2,53.53
Girl,Length_cm,z-score,50,-1,55.37
Girl,Length_cm,z-score,50,0,57.27
Girl,Length_cm,z-score,50,1,59.23
Girl,Length_cm,z-score,50,2,61.27
Girl,Length_cm,z-score,50,3,63.37
Girl,Length_cm,z-score,51,-3,52.34
Girl,Length_cm,z-score,51,-2,54.14
Girl,Length_cm,z-score,51,-1,55.99
Girl,Length_cm,z-score,51,0,57.91
Girl,Length_cm,z-score,51,1,59.89
Girl,Length_cm,z-score,51,2,61.94
Girl,Length_cm,z-score,51,3,64.07
Girl,Length_cm,z-score,52,-3,52.9
Girl,Length_cm,z-score,52,-2,54.72
Girl,Length_cm,z-score,52,-1,56.59
Girl,Length_cm,z-score,52,0,58.53
Girl,Length_cm,z-score,52,1,60.53
Girl,Length_cm,z-score,52,2,62.61
Girl,Length_cm,z-score,52,3,64.75
Girl,Length_cm,z-score,53,-3,53.44
Girl,Length_cm,z-score,53,-2,55.27
Girl,Length_cm,z-score,53,-1,57.17
Girl,Length_cm,z-score,53,0,59.13
Girl,Length_cm,z-score,53,1,61.15
Girl,Length_cm,z-score,53,2,63.25
Girl,Length_cm,z-score,53,3,65.41
Girl,Length_cm,z-score,54,-3,53.96
Girl,Length_cm,z-score,54,-2,55.81
Girl,Length_cm,z-score,54,-1,57.72
Girl,Length_cm,z-score,54,0,59.7
Girl,Length_cm,z-score,54,1,61.75
Girl,Length_cm,z-score,54,2,63.87
Girl,Length_cm,z-score,54,3,66.06
Girl,Length_cm,z-score,55,-3,54.46
Girl,Length_cm,z-score,55,-2,56.33
Girl,Length_cm,z-score,55,-1,58.26
Girl,Length_cm,z-score,55,0,60.27
Girl,Length_cm,z-score,55,1,62.34
Girl,Length_cm,z-score,55,2,64.48
Girl,Length_cm,z-score,55,3,66.7
Girl,Length_cm,z-score,56,-3,54.94
Girl,Length_cm,z-score,56,-2,56.83
Girl,Length_cm,z-score,56,-1,58.79
Girl,Length_cm,z-score,56,0,60.81
Girl,Length_cm,z-score,56,1,62.91
Girl,Length_cm,z-score,56,2,65.07
Girl,Length_cm,z-score,56,3,67.31
Girl,Length_cm,z-score,57,-3,55.4
Girl,Length_cm,z-score,57,-2,57.31
Girl,Length_cm,z-score,57,-1,59.29
Girl,Length_cm,z-score,57,0,61.34
Girl,Length_cm,z-score,57,1,63.46
Girl,Length_cm,z-score,57,2,65.65
Girl,Length_cm,z-score,57,3,67.92
Girl,Length_cm,z-score,58,-3,55.85
Girl,Length_cm,z-score,58,-2,57.78
Girl,Length_cm,z-score,58,-1,59.79
Girl,Length_cm,z-score,58,0,61.86
Girl,Length_cm,z-score,58,1,64.0
Girl,Length_cm,z-score,58,2,66.22
Girl,Length_cm,z-score,58,3,68.51
Girl,Length_cm,z-score,59,-3,56.28
Girl,Length_cm,z-score,59,-2,58.24
Girl,Length_cm,z-score,59,-1,60.26
Girl,Length_cm,z-score,59,0,62.36
Girl,Length_cm,z-score,59,1,64.53
Girl,Length_cm,z-score,59,2,66.77
Girl,Length_cm,z-score,59,3,69.09
Girl,Length_cm,z-score,60,-3,56.7
Girl,Length_cm,z-score,60,-2,58.68
Girl,Length_cm,z-score,60,-1,60.73
Girl,Length_cm,z-score,60,0,62.85
Girl,Length_cm,z-score,60,1,65.04
Girl,Length_cm,z-score,60,2,67.31
Girl,Length_cm,z-score,60,3,69.65
Girl,Length_cm,z-score,61,-3,57.11
Girl,Length_cm,z-score,61,-2,59.11
Girl,Length_cm,z-score,61,-1,61.18
Girl,Length_cm,z-score,61,0,63.32
Girl,Length_cm,z-score,61,1,65.54
Girl,Length_cm,z-score,61,2,67.83
Girl,Length_cm,z-score,61,3,70.21
Girl,Length_cm,z-score,62,-3,57.51
Girl,Length_cm,z-score,62,-2,59.53
Girl,Length_cm,z-score,62,-1,61.62
Girl,Length_cm,z-score,62,0,63.79
Girl,Length_cm,z-score,62,1,66.03
Girl,Length_cm,z-score,62,2,68.35
Girl,Length_cm,z-score,62,3,70.75
Girl,Length_cm,z-score,63,-3,57.89
Girl,Length_cm,z-score,63,-2,59.94
Girl,Length_cm,z-score,63,-1,62.05
Girl,Length_cm,z-score,63,0,64.24
Girl,Length_cm,z-score,63,1,66.51
Girl,Length_cm,z-score,63,2,68.86
Girl,Length_cm,z-score,63,3,71.28
Girl,Length_cm,z-score,64,-3,58.27
Girl,Length_cm,z-score,64,-2,60.33
Girl,Length_cm,z-score,64,-1,62.47
Girl,Length_cm,z-score,64,0,64.68
Girl,Length_cm,z-score,64,1,66.98
Girl,Length_cm,z-score,64,2,69.35
Girl,Length_cm,z-score,64,3,71.81
Girl,Weight_kg,centile,27,3rd,0.41
Girl,Weight_kg,centile,27,5th,0.44
Girl,Weight_kg,centile,27,10th,0.47
Girl,Weight_kg,centile,27,50th,0.61
Girl,Weight_kg,centile,27,90th,0.8
Girl,Weight_kg,centile,27,95th,0.86
Girl,Weight_kg,centile,27,97th,0.91
Girl,Weight_kg,centile,28,3rd,0.52
Girl,Weight_kg,centile,28,5th,0.55
Girl,Weight_kg,centile,28,10th,0.59
Girl,Weight_kg,centile,28,50th,0.76
Girl,Weight_kg,centile,28,90th,0.97
Girl,Weight_kg,centile,28,95th,1.05
Girl,Weight_kg,centile,28,97th,1.1
Girl,Weight_kg,centile,29,3rd,0.64
Girl,Weight_kg,centile,29,5th,0.67
Girl,Weight_kg,centile,29,10th,0.72
Girl,Weight_kg,centile,29,50th,0.91
Girl,Weight_kg,centile,29,90th,1.16
Girl,Weight_kg,centile,29,95th,1.25
Girl,Weight_kg,centile,29,97th,1.3
Girl,Weight_kg,centile,30,3rd,0.77
Girl,Weight_kg,centile,30,5th,0.81
Girl,Weight_kg,centile,30,10th,0.86
Girl,Weight_kg,centile,30,50th,1.09
Girl,Weight_kg,centile,30,90th,1.37
Girl,Weight_kg,centile,30,95th,1.46
Girl,Weight_kg,centile,30,97th,1.52
Girl,Weight_kg,centile,31,3rd,0.91
Girl,Weight_kg,centile,31,5th,0.95
Girl,Weight_kg,centile,31,10th,1.01
Girl,Weight_kg,centile,31,50th,1.27
Girl,Weight_kg,centile,31,90th,1.58
Girl,Weight_kg,centile,31,95th,1.68
Girl,Weight_kg,centile,31,97th,1.75
Girl,Weight_kg,centile,32,3rd,1.06
Girl,Weight_kg,centile,32,5th,1.11
Girl,Weight_kg,centile,32,10th,1.18
Girl,Weight_kg,centile,32,50th,1.46
Girl,Weight_kg,centile,32,90th,1.8
Girl,Weight_kg,centile,32,95th,1.92
Girl,Weight_kg,centile,32,97th,1.99
Girl,Weight_kg,centile,33,3rd,1.22
Girl,Weight_kg,centile,33,5th,1.27
Girl,Weight_kg,centile,33,10th,1.34
Girl,Weight_kg,centile,33,50th,1.65
Girl,Weight_kg,centile,33,90th,2.03
Girl,Weight_kg,centile,33,95th,2.16
Girl,Weight_kg,centile,33,97th,2.24
Girl,Weight_kg,centile,34,3rd,1.38
Girl,Weight_kg,centile,34,5th,1.43
Girl,Weight_kg,centile,34,10th,1.52
Girl,Weight_kg,centile,34,50th,1.86
Girl,Weight_kg,centile,34,90th,2.27
Girl,Weight_kg,centile,34,95th,2.41
Girl,Weight_kg,centile,34,97th,2.5
Girl,Weight_kg,centile,35,3rd,1.55
Girl,Weight_kg,centile,35,5th,1.6
Girl,Weight_kg,centile,35,10th,1.7
Girl,Weight_kg,centile,35,50th,2.07
Girl,Weight_kg,centile,35,90th,2.51
Girl,Weight_kg,centile,35,95th,2.66
Girl,Weight_kg,centile,35,97th,2.76
Girl,Weight_kg,centile,36,3rd,1.72
Girl,Weight_kg,centile,36,5th,1.78
Girl,Weight_kg,centile,36,10th,1.88
Girl,Weight_kg,centile,36,50th,2.28
Girl,Weight_kg,centile,36,90th,2.76
Girl,Weight_kg,centile,36,95th,2.92
Girl,Weight_kg,centile,36,97th,3.02
Girl,Weight_kg,centile,37,3rd,1.89
Girl,Weight_kg,centile,37,5th,1.96
Girl,Weight_kg,centile,37,10th,2.06
Girl,Weight_kg,centile,37,50th,2.49
Girl,Weight_kg,centile,37,90th,3.01
Girl,Weight_kg,centile,37,95th,3.17
Girl,Weight_kg,centile,37,97th,3.29
Girl,Weight_kg,centile,38,3rd,2.06
Girl,Weight_kg,centile,38,5th,2.13
Girl,Weight_kg,centile,38,10th,2.25
Girl,Weight_kg,centile,38,50th,2.71
Girl,Weight_kg,centile,38,90th,3.26
Girl,Weight_kg,centile,38,95th,3.43
Girl,Weight_kg,centile,38,97th,3.55
Girl,Weight_kg,centile,39,3rd,2.23
Girl,Weight_kg,centile,39,5th,2.31
Girl,Weight_kg,centile,39,10th,2.43
Girl,Weight_kg,centile,39,50th,2.92
Girl,Weight_kg,centile,39,90th,3.5
Girl,Weight_kg,centile,39,95th,3.69
Girl,Weight_kg,centile,39,97th,3.82
Girl,Weight_kg,centile,40,3rd,2.41
Girl,Weight_kg,centile,40,5th,2.49
Girl,Weight_kg,centile,40,10th,2.62
Girl,Weight_kg,centile,40,50th,3.13
Girl,Weight_kg,centile,40,90th,3.75
Girl,Weight_kg,centile,40,95th,3.95
Girl,Weight_kg,centile,40,97th,4.08
Girl,Weight_kg,centile,41,3rd,2.58
Girl,Weight_kg,centile,41,5th,2.66
Girl,Weight_kg,centile,41,10th,2.8
Girl,Weight_kg,centile,41,50th,3.35
Girl,Weight_kg,centile,41,90th,3.99
Girl,Weight_kg,centile,41,95th,4.2
Girl,Weight_kg,centile,41,97th,4.34
Girl,Weight_kg,centile,42,3rd,2.75
Girl,Weight_kg,centile,42,5th,2.84
Girl,Weight_kg,centile,42,10th,2.98
Girl,Weight_kg,centile,42,50th,3.55
Girl,Weight_kg,centile,42,90th,4.24
Girl,Weight_kg,centile,42,95th,4.45
Girl,Weight_kg,centile,42,97th,4.6
Girl,Weight_kg,centile,43,3rd,2.91
Girl,Weight_kg,centile,43,5th,3.01
Girl,Weight_kg,centile,43,10th,3.16
Girl,Weight_kg,centile,43,50th,3.76
Girl,Weight_kg,centile,43,90th,4.48
Girl,Weight_kg,centile,43,95th,4.7
Girl,Weight_kg,centile,43,97th,4.85
Girl,Weight_kg,centile,44,3rd,3.08
Girl,Weight_kg,centile,44,5th,3.18
Girl,Weight_kg,centile,44,10th,3.34
Girl,Weight_kg,centile,44,50th,3.96
Girl,Weight_kg,centile,44,90th,4.71
Girl,Weight_kg,centile,44,95th,4.95
Girl,Weight_kg,centile,44,97th,5.11
Girl,Weight_kg,centile,45,3rd,3.24
Girl,Weight_kg,centile,45,5th,3.34
Girl,Weight_kg,centile,45,10th,3.51
Girl,Weight_kg,centile,45,50th,4.16
Girl,Weight_kg,centile,45,90th,4.94
Girl,Weight_kg,centile,45,95th,5.19
Girl,Weight_kg,centile,45,97th,5.35
Girl,Weight_kg,centile,46,3rd,3.4
Girl,Weight_kg,centile,46,5th,3.5
Girl,Weight_kg,centile,46,10th,3.68
Girl,Weight_kg,centile,46,50th,4.36
Girl,Weight_kg,centile,46,90th,5.17
Girl,Weight_kg,centile,46,95th,5.42
Girl,Weight_kg,centile,46,97th,5.6
Girl,Weight_kg,centile,47,3rd,3.55
Girl,Weight_kg,centile,47,5th,3.66
Girl,Weight_kg,centile,47,10th,3.84
Girl,Weight_kg,centile,47,50th,4.55
Girl,Weight_kg,centile,47,90th,5.39
Girl,Weight_kg,centile,47,95th,5.65
Girl,Weight_kg,centile,47,97th,5.83
Girl,Weight_kg,centile,48,3rd,3.7
Girl,Weight_kg,centile,48,5th,3.82
Girl,Weight_kg,centile,48,10th,4.01
Girl,Weight_kg,centile,48,50th,4.74
Girl,Weight_kg,centile,48,90th,5.61
Girl,Weight_kg,centile,48,95th,5.88
Girl,Weight_kg,centile,48,97th,6.06
Girl,Weight_kg,centile,49,3rd,3.85
Girl,Weight_kg,centile,49,5th,3.97
Girl,Weight_kg,centile,49,10th,4.16
Girl,Weight_kg,centile,49,50th,4.92
Girl,Weight_kg,centile,49,90th,5.82
Girl,Weight_kg,centile,49,95th,6.1
Girl,Weight_kg,centile,49,97th,6.29
Girl,Weight_kg,centile,50,3rd,3.99
Girl,Weight_kg,centile,50,5th,4.12
Girl,Weight_kg,centile,50,10th,4.32
Girl,Weight_kg,centile,50,50th,5.1
Girl,Weight_kg,centile,50,90th,6.02
Girl,Weight_kg,centile,50,95th,6.32
Girl,Weight_kg,centile,50,97th,6.51
Girl,Weight_kg,centile,51,3rd,4.13
Girl,Weight_kg,centile,51,5th,4.26
Girl,Weight_kg,centile,51,10th,4.46
Girl,Weight_kg,centile,51,50th,5.27
Girl,Weight_kg,centile,51,90th,6.22
Girl,Weight_kg,centile,51,95th,6.53
Girl,Weight_kg,centile,51,97th,6.73
Girl,Weight_kg,centile,52,3rd,4.26
Girl,Weight_kg,centile,52,5th,4.4
Girl,Weight_kg,centile,52,10th,4.61
Girl,Weight_kg,centile,52,50th,5.44
Girl,Weight_kg,centile,52,90th,6.42
Girl,Weight_kg,centile,52,95th,6.73
Girl,Weight_kg,centile,52,97th,6.94
Girl,Weight_kg,centile,53,3rd,4.4
Girl,Weight_kg,centile,53,5th,4.53
Girl,Weight_kg,centile,53,10th,4.75
Girl,Weight_kg,centile,53,50th,5.6
Girl,Weight_kg,centile,53,90th,6.61
Girl,Weight_kg,centile,53,95th,6.93
Girl,Weight_kg,centile,53,97th,7.14
Girl,Weight_kg,centile,54,3rd,4.52
Girl,Weight_kg,centile,54,5th,4.66
Girl,Weight_kg,centile,54,10th,4.89
Girl,Weight_kg,centile,54,50th,5.76
Girl,Weight_kg,centile,54,90th,6.8
Girl,Weight_kg,centile,54,95th,7.12
Girl,Weight_kg,centile,54,97th,7.34
Girl,Weight_kg,centile,55,3rd,4.64
Girl,Weight_kg,centile,55,5th,4.79
Girl,Weight_kg,centile,55,10th,5.02
Girl,Weight_kg,centile,55,50th,5.92
Girl,Weight_kg,centile,55,90th,6.98
Girl,Weight_kg,centile,55,95th,7.31
Girl,Weight_kg,centile,55,97th,7.54
Girl,Weight_kg,centile,56,3rd,4.76
Girl,Weight_kg,centile,56,5th,4.91
Girl,Weight_kg,centile,56,10th,5.15
Girl,Weight_kg,centile,56,50th,6.07
Girl,Weight_kg,centile,56,90th,7.15
Girl,Weight_kg,centile,56,95th,7.5
Girl,Weight_kg,centile,56,97th,7.73
Girl,Weight_kg,centile,57,3rd,4.88
Girl,Weight_kg,centile,57,5th,5.03
Girl,Weight_kg,centile,57,10th,5.27
Girl,Weight_kg,centile,57,50th,6.21
Girl,Weight_kg,centile,57,90th,7.32
Girl,Weight_kg,centile,57,95th,7.67
Girl,Weight_kg,centile,57,97th,7.91
Girl,Weight_kg,centile,58,3rd,4.99
Girl,Weight_kg,centile,58,5th,5.14
Girl,Weight_kg,centile,58,10th,5.39
Girl,Weight_kg,centile,58,50th,6.35
Girl,Weight_kg,centile,58,90th,7.49
Girl,Weight_kg,centile,58,95th,7.85
Girl,Weight_kg,centile,58,97th,8.09
Girl,Weight_kg,centile,59,3rd,5.1
Girl,Weight_kg,centile,59,5th,5.25
Girl,Weight_kg,centile,59,10th,5.51
Girl,Weight_kg,centile,59,50th,6.49
Girl,Weight_kg,centile,59,90th,7.65
Girl,Weight_kg,centile,59,95th,8.01
Girl,Weight_kg,centile,59,97th,8.26
Girl,Weight_kg,centile,60,3rd,5.2
Girl,Weight_kg,centile,60,5th,5.36
Girl,Weight_kg,centile,60,10th,5.62
Girl,Weight_kg,centile,60,50th,6.62
Girl,Weight_kg,centile,60,90th,7.8
Girl,Weight_kg,centile,60,95th,8.18
Girl,Weight_kg,centile,60,97th,8.43
Girl,Weight_kg,centile,61,3rd,5.3
Girl,Weight_kg,centile,61,5th,5.47
Girl,Weight_kg,centile,61,10th,5.73
Girl,Weight_kg,centile,61,50th,6.75
Girl,Weight_kg,centile,61,90th,7.95
Girl,Weight_kg,centile,61,95th,8.33
Girl,Weight_kg,centile,61,97th,8.59
Girl,Weight_kg,centile,62,3rd,5.4
Girl,Weight_kg,centile,62,5th,5.57
Girl,Weight_kg,centile,62,10th,5.83
Girl,Weight_kg,centile,62,50th,6.87
Girl,Weight_kg,centile,62,90th,8.1
Girl,Weight_kg,centile,62,95th,8.49
Girl,Weight_kg,centile,62,97th,8.75
Girl,Weight_kg,centile,63,3rd,5.49
Girl,Weight_kg,centile,63,5th,5.66
Girl,Weight_kg,centile,63,10th,5.93
Girl,Weight_kg,centile,63,50th,6.99
Girl,Weight_kg,centile,63,90th,8.24
Girl,Weight_kg,centile,63,95th,8.64
Girl,Weight_kg,centile,63,97th,8.9
Girl,Weight_kg,centile,64,3rd,5.58
Girl,Weight_kg,centile,64,5th,5.76
Girl,Weight_kg,centile,64,10th,6.03
Girl,Weight_kg,centile,64,50th,7.11
Girl,Weight_kg,centile,64,90th,8.38
Girl,Weight_kg,centile,64,95th,8.78
Girl,Weight_kg,centile,64,97th,9.05
Girl,Weight_kg,z-score,27,-3,0.33
Girl,Weight_kg,z-score,27,-2,0.4
Girl,Weight_kg,z-score,27,-1,0.5
Girl,Weight_kg,z-score,27,0,0.61
Girl,Weight_kg,z-score,27,1,0.75
Girl,Weight_kg,z-score,27,2,0.93
Girl,Weight_kg,z-score,27,3,1.14
Girl,Weight_kg,z-score,28,-3,0.42
Girl,Weight_kg,z-score,28,-2,0.51
Girl,Weight_kg,z-score,28,-1,0.62
Girl,Weight_kg,z-score,28,0,0.76
Girl,Weight_kg,z-score,28,1,0.92
Girl,Weight_kg,z-score,28,2,1.12
Girl,Weight_kg,z-score,28,3,1.37
Girl,Weight_kg,z-score,29,-3,0.52
Girl,Weight_kg,z-score,29,-2,0.63
Girl,Weight_kg,z-score,29,-1,0.76
Girl,Weight_kg,z-score,29,0,0.91
Girl,Weight_kg,z-score,29,1,1.1
Girl,Weight_kg,z-score,29,2,1.33
Girl,Weight_kg,z-score,29,3,1.61
Girl,Weight_kg,z-score,30,-3,0.63
Girl,Weight_kg,z-score,30,-2,0.76
Girl,Weight_kg,z-score,30,-1,0.91
Girl,Weight_kg,z-score,30,0,1.09
Girl,Weight_kg,z-score,30,1,1.3
Girl,Weight_kg,z-score,30,2,1.55
Girl,Weight_kg,z-score,30,3,1.86
Girl,Weight_kg,z-score,31,-3,0.75
Girl,Weight_kg,z-score,31,-2,0.9
Girl,Weight_kg,z-score,31,-1,1.06
Girl,Weight_kg,z-score,31,0,1.27
Girl,Weight_kg,z-score,31,1,1.51
Girl,Weight_kg,z-score,31,2,1.79
Girl,Weight_kg,z-score,31,3,2.13
Girl,Weight_kg,z-score,32,-3,0.88
Girl,Weight_kg,z-score,32,-2,1.04
Girl,Weight_kg,z-score,32,-1,1.23
Girl,Weight_kg,z-score,32,0,1.46
Girl,Weight_kg,z-score,32,1,1.72
Girl,Weight_kg,z-score,32,2,2.03
Girl,Weight_kg,z-score,32,3,2.4
Girl,Weight_kg,z-score,33,-3,1.02
Girl,Weight_kg,z-score,33,-2,1.2
Girl,Weight_kg,z-score,33,-1,1.41
Girl,Weight_kg,z-score,33,0,1.65
Girl,Weight_kg,z-score,33,1,1.94
Girl,Weight_kg,z-score,33,2,2.29
Girl,Weight_kg,z-score,33,3,2.69
Girl,Weight_kg,z-score,34,-3,1.16
Girl,Weight_kg,z-score,34,-2,1.36
Girl,Weight_kg,z-score,34,-1,1.59
Girl,Weight_kg,z-score,34,0,1.86
Girl,Weight_kg,z-score,34,1,2.17
Girl,Weight_kg,z-score,34,2,2.55
Girl,Weight_kg,z-score,34,3,2.98
Girl,Weight_kg,z-score,35,-3,1.3
Girl,Weight_kg,z-score,35,-2,1.52
Girl,Weight_kg,z-score,35,-1,1.77
Girl,Weight_kg,z-score,35,0,2.07
Girl,Weight_kg,z-score,35,1,2.41
Girl,Weight_kg,z-score,35,2,2.81
Girl,Weight_kg,z-score,35,3,3.27
Girl,Weight_kg,z-score,36,-3,1.45
Girl,Weight_kg,z-score,36,-2,1.69
Girl,Weight_kg,z-score,36,-1,1.96
Girl,Weight_kg,z-score,36,0,2.28
Girl,Weight_kg,z-score,36,1,2.65
Girl,Weight_kg,z-score,36,2,3.08
Girl,Weight_kg,z-score,36,3,3.57
Girl,Weight_kg,z-score,37,-3,1.6
Girl,Weight_kg,z-score,37,-2,1.86
Girl,Weight_kg,z-score,37,-1,2.15
Girl,Weight_kg,z-score,37,0,2.49
Girl,Weight_kg,z-score,37,1,2.89
Girl,Weight_kg,z-score,37,2,3.34
Girl,Weight_kg,z-score,37,3,3.87
Girl,Weight_kg,z-score,38,-3,1.75
Girl,Weight_kg,z-score,38,-2,2.03
Girl,Weight_kg,z-score,38,-1,2.34
Girl,Weight_kg,z-score,38,0,2.71
Girl,Weight_kg,z-score,38,1,3.13
Girl,Weight_kg,z-score,38,2,3.61
Girl,Weight_kg,z-score,38,3,4.17
Girl,Weight_kg,z-score,39,-3,1.91
Girl,Weight_kg,z-score,39,-2,2.2
Girl,Weight_kg,z-score,39,-1,2.53
Girl,Weight_kg,z-score,39,0,2.92
Girl,Weight_kg,z-score,39,1,3.37
Girl,Weight_kg,z-score,39,2,3.88
Girl,Weight_kg,z-score,39,3,4.48
Girl,Weight_kg,z-score,40,-3,2.06
Girl,Weight_kg,z-score,40,-2,2.37
Girl,Weight_kg,z-score,40,-1,2.72
Girl,Weight_kg,z-score,40,0,3.13
Girl,Weight_kg,z-score,40,1,3.61
Girl,Weight_kg,z-score,40,2,4.15
Girl,Weight_kg,z-score,40,3,4.77
Girl,Weight_kg,z-score,41,-3,2.21
Girl,Weight_kg,z-score,41,-2,2.54
Girl,Weight_kg,z-score,41,-1,2.91
Girl,Weight_kg,z-score,41,0,3.35
Girl,Weight_kg,z-score,41,1,3.84
Girl,Weight_kg,z-score,41,2,4.41
Girl,Weight_kg,z-score,41,3,5.07
Girl,Weight_kg,z-score,42,-3,2.36
Girl,Weight_kg,z-score,42,-2,2.7
Girl,Weight_kg,z-score,42,-1,3.1
Girl,Weight_kg,z-score,42,0,3.55
Girl,Weight_kg,z-score,42,1,4.08
Girl,Weight_kg,z-score,42,2,4.68
Girl,Weight_kg,z-score,42,3,5.36
Girl,Weight_kg,z-score,43,-3,2.5
Girl,Weight_kg,z-score,43,-2,2.87
Girl,Weight_kg,z-score,43,-1,3.28
Girl,Weight_kg,z-score,43,0,3.76
Girl,Weight_kg,z-score,43,1,4.31
Girl,Weight_kg,z-score,43,2,4.93
Girl,Weight_kg,z-score,43,3,5.65
